subject;trial;setSize;setSize.f;target;error;sdt;rTime
8;85;6;6;Absent;No;CR;641
8;86;3;3;Present;No;H;629
8;87;3;3;Present;No;H;485
8;88;12;12;Present;No;H;4144
8;89;3;3;Present;No;H;501
8;90;18;18;Absent;No;CR;1063
8;91;12;12;Absent;No;CR;904
8;92;3;3;Absent;No;CR;596
8;93;12;12;Present;No;H;768
8;94;6;6;Present;No;H;425
8;95;6;6;Present;No;H;440
8;96;12;12;Present;No;H;448
8;97;12;12;Absent;No;CR;760
8;98;18;18;Absent;No;CR;807
8;99;6;6;Present;No;H;673
8;100;18;18;Absent;No;CR;1175
8;101;3;3;Absent;No;CR;621
8;102;3;3;Present;No;H;491
8;103;18;18;Absent;No;CR;839
8;104;6;6;Present;No;H;504
8;105;18;18;Present;No;H;1119
8;106;6;6;Present;No;H;848
8;107;6;6;Absent;No;CR;1680
8;108;3;3;Present;No;H;444
8;109;18;18;Absent;No;CR;776
8;110;12;12;Present;No;H;432
8;111;18;18;Present;No;H;935
8;112;12;12;Absent;No;CR;999
8;113;12;12;Absent;No;CR;768
8;114;6;6;Present;No;H;497
8;115;12;12;Present;No;H;592
8;116;3;3;Absent;No;CR;1828
8;117;18;18;Absent;No;CR;783
8;118;3;3;Present;No;H;421
8;119;12;12;Absent;No;CR;567
8;120;6;6;Absent;No;CR;664
8;121;6;6;Absent;No;CR;1009
8;122;6;6;Present;No;H;824
8;123;18;18;Absent;No;CR;903
8;124;18;18;Present;No;H;400
8;125;6;6;Present;No;H;488
8;126;3;3;Absent;No;CR;532
8;127;12;12;Present;No;H;488
8;128;18;18;Present;No;H;735
8;129;3;3;Absent;No;CR;524
8;130;12;12;Present;No;H;968
8;131;6;6;Absent;No;CR;832
8;132;6;6;Absent;No;CR;1439
8;133;3;3;Present;No;H;540
8;134;12;12;Absent;No;CR;744
8;135;6;6;Absent;No;CR;1040
8;136;12;12;Present;No;H;664
8;137;12;12;Absent;No;CR;792
8;138;3;3;Present;No;H;476
8;139;18;18;Present;Yes;M;711
8;140;18;18;Absent;No;CR;999
8;141;3;3;Absent;No;CR;1092
8;142;12;12;Present;No;H;431
8;143;6;6;Absent;No;CR;616
8;144;12;12;Absent;No;CR;710
8;145;6;6;Absent;No;CR;776
8;146;6;6;Absent;No;CR;568
8;147;18;18;Absent;No;CR;1071
8;148;6;6;Absent;No;CR;752
8;149;12;12;Present;No;H;592
8;150;12;12;Present;No;H;568
8;151;3;3;Absent;No;CR;637
8;152;3;3;Present;No;H;685
8;153;12;12;Absent;No;CR;680
8;154;12;12;Present;Yes;M;776
8;155;18;18;Present;No;H;463
8;156;6;6;Present;Yes;M;1264
8;157;18;18;Present;No;H;535
8;158;3;3;Present;No;H;381
8;159;6;6;Absent;No;CR;656
8;160;6;6;Absent;No;CR;640
8;161;3;3;Present;No;H;1348
8;162;18;18;Absent;No;CR;1110
8;163;18;18;Absent;No;CR;1254
8;164;6;6;Absent;No;CR;2336
8;165;18;18;Present;No;H;495
8;166;12;12;Absent;No;CR;744
8;167;12;12;Absent;No;CR;1024
8;168;6;6;Present;No;H;504
8;169;12;12;Present;No;H;480
8;170;6;6;Absent;Yes;FA;640
8;171;3;3;Present;Yes;M;773
8;172;6;6;Absent;No;CR;960
8;173;6;6;Absent;No;CR;641
8;174;3;3;Absent;No;CR;749
8;175;12;12;Absent;No;CR;768
8;176;6;6;Present;Yes;M;1432
8;177;18;18;Absent;No;CR;1151
8;178;12;12;Absent;No;CR;952
8;179;3;3;Present;No;H;468
8;180;12;12;Present;No;H;464
8;181;3;3;Absent;No;CR;515
8;182;12;12;Present;No;H;600
8;183;3;3;Absent;No;CR;660
8;184;18;18;Present;No;H;599
8;185;18;18;Present;No;H;383
8;186;3;3;Absent;No;CR;549
8;187;18;18;Present;No;H;607
8;188;6;6;Absent;No;CR;576
8;189;18;18;Present;No;H;1840
8;190;12;12;Present;No;H;608
8;191;3;3;Present;No;H;373
8;192;6;6;Absent;No;CR;552
8;193;18;18;Present;No;H;615
8;194;3;3;Present;No;H;1093
8;195;18;18;Present;No;H;576
8;196;3;3;Present;No;H;1844
8;197;18;18;Present;No;H;496
8;198;18;18;Present;No;H;2143
8;199;3;3;Absent;No;CR;708
8;200;3;3;Absent;No;CR;788
8;201;18;18;Present;No;H;559
8;202;18;18;Present;No;H;743
8;203;12;12;Present;No;H;720
8;204;3;3;Present;No;H;1357
8;205;6;6;Present;No;H;369
8;206;18;18;Present;No;H;655
8;207;12;12;Absent;No;CR;751
8;208;18;18;Absent;No;CR;959
8;209;12;12;Absent;No;CR;879
8;210;6;6;Absent;No;CR;680
8;211;3;3;Absent;No;CR;1180
8;212;3;3;Absent;No;CR;549
8;213;6;6;Absent;No;CR;608
8;214;18;18;Absent;No;CR;791
8;215;6;6;Present;No;H;408
8;216;18;18;Absent;No;CR;767
8;217;3;3;Present;No;H;541
8;218;6;6;Present;No;H;360
8;219;12;12;Present;No;H;2048
8;220;3;3;Absent;No;CR;573
8;221;18;18;Absent;No;CR;1158
8;222;6;6;Present;No;H;552
8;223;12;12;Absent;Yes;FA;656
8;224;18;18;Present;No;H;431
8;225;12;12;Absent;No;CR;687
8;226;3;3;Present;No;H;373
8;227;6;6;Present;No;H;488
8;228;6;6;Present;No;H;568
8;229;12;12;Present;No;H;1560
8;230;18;18;Absent;No;CR;855
8;231;3;3;Present;No;H;2012
8;232;18;18;Present;No;H;415
8;233;3;3;Present;No;H;413
8;234;3;3;Present;No;H;1765
8;235;12;12;Absent;No;CR;711
8;236;6;6;Absent;No;CR;504
8;237;18;18;Absent;No;CR;1087
8;238;6;6;Absent;No;CR;673
8;239;3;3;Present;No;H;964
8;240;12;12;Absent;No;CR;2520
8;241;18;18;Absent;No;CR;830
8;242;18;18;Absent;No;CR;815
8;243;6;6;Present;No;H;416
8;244;12;12;Absent;No;CR;679
8;245;18;18;Absent;No;CR;1815
8;246;18;18;Present;No;H;440
8;247;6;6;Absent;No;CR;584
8;248;6;6;Present;No;H;848
8;249;6;6;Present;No;H;545
8;250;18;18;Absent;No;CR;912
8;251;3;3;Present;No;H;564
8;252;12;12;Absent;No;CR;887
8;253;3;3;Absent;No;CR;564
8;254;6;6;Present;No;H;472
8;255;3;3;Present;No;H;372
8;256;3;3;Absent;No;CR;892
8;257;18;18;Absent;No;CR;903
8;258;6;6;Present;No;H;720
8;259;3;3;Present;No;H;396
8;260;18;18;Absent;No;CR;1934
8;261;18;18;Present;No;H;719
8;262;6;6;Absent;No;CR;608
8;263;6;6;Present;No;H;844
8;264;6;6;Absent;No;CR;711
8;265;18;18;Present;No;H;1759
8;266;6;6;Present;No;H;383
8;267;3;3;Present;No;H;461
8;268;6;6;Present;No;H;409
8;269;6;6;Present;No;H;329
8;270;3;3;Absent;No;CR;660
8;271;3;3;Present;Yes;M;852
8;272;18;18;Absent;Yes;FA;447
8;273;18;18;Absent;No;CR;1111
8;274;6;6;Absent;No;CR;2160
8;275;3;3;Present;No;H;597
8;276;12;12;Absent;No;CR;999
8;277;18;18;Absent;No;CR;1095
8;278;6;6;Present;No;H;464
8;279;6;6;Present;No;H;456
8;280;3;3;Present;No;H;445
8;281;12;12;Present;No;H;839
8;282;3;3;Present;No;H;1068
8;283;12;12;Present;No;H;840
8;284;12;12;Present;No;H;392
8;285;6;6;Absent;No;CR;736
8;286;6;6;Absent;No;CR;2129
8;287;12;12;Absent;No;CR;790
8;288;6;6;Absent;No;CR;2840
8;289;12;12;Absent;No;CR;848
8;290;12;12;Absent;No;CR;1015
8;291;12;12;Absent;No;CR;848
8;292;18;18;Present;No;H;1360
8;293;12;12;Present;No;H;2424
8;294;3;3;Absent;No;CR;501
8;295;18;18;Present;No;H;919
8;296;6;6;Absent;No;CR;592
8;297;6;6;Absent;No;CR;649
8;298;12;12;Present;No;H;376
8;299;3;3;Absent;No;CR;1173
8;300;18;18;Present;No;H;640
8;1;3;3;Present;No;H;409
8;2;12;12;Absent;No;CR;587
8;3;18;18;Present;No;H;884
8;4;12;12;Absent;No;CR;746
8;5;3;3;Present;No;H;413
8;6;18;18;Absent;No;CR;930
8;7;6;6;Present;No;H;424
8;8;3;3;Present;No;H;395
8;9;3;3;Absent;No;CR;493
8;10;12;12;Absent;No;CR;778
8;11;18;18;Present;No;H;426
8;12;3;3;Absent;No;CR;484
8;13;3;3;Absent;No;CR;788
8;14;18;18;Absent;No;CR;905
8;15;6;6;Present;No;H;520
8;16;3;3;Absent;No;CR;563
8;17;6;6;Absent;No;CR;608
8;18;12;12;Absent;No;CR;753
8;19;6;6;Present;No;H;424
8;20;3;3;Present;No;H;541
8;21;18;18;Absent;No;CR;736
8;22;3;3;Absent;No;CR;612
8;23;12;12;Absent;No;CR;944
8;24;18;18;Present;No;H;832
8;25;18;18;Present;No;H;519
8;26;18;18;Present;No;H;680
8;27;6;6;Present;No;H;512
8;28;18;18;Absent;No;CR;760
8;29;3;3;Absent;No;CR;659
8;30;12;12;Present;No;H;775
8;31;3;3;Present;No;H;483
8;32;6;6;Absent;No;CR;663
8;33;12;12;Present;No;H;895
8;34;3;3;Present;No;H;404
8;35;3;3;Absent;No;CR;611
8;36;12;12;Present;No;H;447
8;37;18;18;Absent;No;CR;766
8;38;18;18;Present;No;H;572
8;39;6;6;Absent;No;CR;583
8;40;3;3;Present;No;H;538
8;41;12;12;Absent;No;CR;758
8;42;6;6;Present;No;H;655
8;43;18;18;Absent;No;CR;997
8;44;6;6;Present;No;H;366
8;45;12;12;Present;No;H;1669
8;46;6;6;Present;No;H;414
8;47;18;18;Absent;No;CR;756
8;48;6;6;Present;No;H;591
8;49;6;6;Absent;No;CR;582
8;50;12;12;Absent;No;CR;909
8;51;3;3;Absent;No;CR;611
8;52;12;12;Present;No;H;453
8;53;18;18;Absent;No;CR;875
8;54;6;6;Absent;No;CR;717
8;55;12;12;Absent;No;CR;1308
8;56;12;12;Absent;No;CR;621
8;57;18;18;Absent;No;CR;788
8;58;6;6;Present;No;H;455
8;59;6;6;Absent;No;CR;462
8;60;3;3;Absent;No;CR;435
8;61;6;6;Absent;No;CR;702
8;62;12;12;Absent;No;CR;565
8;63;6;6;Present;No;H;646
8;64;12;12;Absent;No;CR;757
8;65;6;6;Absent;No;CR;677
8;66;3;3;Present;No;H;467
8;67;3;3;Present;No;H;827
8;68;18;18;Present;No;H;563
8;69;6;6;Absent;No;CR;655
8;70;18;18;Absent;No;CR;972
8;71;18;18;Absent;No;CR;684
8;72;12;12;Absent;No;CR;1469
8;73;3;3;Present;No;H;483
8;74;18;18;Absent;No;CR;868
8;75;6;6;Present;No;H;495
8;76;6;6;Absent;Yes;FA;2383
8;77;3;3;Present;No;H;624
8;78;3;3;Present;No;H;459
8;79;6;6;Absent;No;CR;734
8;80;3;3;Absent;No;CR;650
8;81;6;6;Absent;No;CR;590
8;82;3;3;Present;No;H;1988
8;83;12;12;Absent;No;CR;765
8;84;6;6;Absent;No;CR;558
8;85;6;6;Present;No;H;486
8;86;18;18;Absent;No;CR;700
8;87;6;6;Present;No;H;550
8;88;3;3;Present;No;H;555
8;89;3;3;Present;No;H;467
8;90;3;3;Present;No;H;465
8;91;6;6;Absent;No;CR;646
8;92;6;6;Absent;No;CR;654
8;93;18;18;Absent;No;CR;884
8;94;18;18;Present;No;H;1036
8;95;12;12;Present;No;H;581
8;96;12;12;Present;No;H;565
8;97;18;18;Present;No;H;875
8;98;18;18;Present;No;H;2133
8;99;6;6;Absent;No;CR;583
8;100;18;18;Absent;No;CR;835
8;101;3;3;Absent;No;CR;1707
8;102;6;6;Absent;No;CR;685
8;103;6;6;Present;No;H;519
8;104;18;18;Absent;No;CR;659
8;105;12;12;Present;No;H;596
8;106;6;6;Present;No;H;455
8;107;18;18;Absent;No;CR;676
8;108;3;3;Absent;No;CR;611
8;109;6;6;Absent;No;CR;1069
8;110;12;12;Present;Yes;M;628
8;111;12;12;Absent;No;CR;749
8;112;3;3;Absent;No;CR;491
8;113;12;12;Absent;No;CR;661
8;114;12;12;Absent;No;CR;1077
8;115;12;12;Absent;No;CR;685
8;116;12;12;Present;Yes;M;629
8;117;6;6;Present;No;H;430
8;118;3;3;Present;No;H;395
8;119;18;18;Absent;No;CR;1084
8;120;3;3;Present;No;H;892
8;121;3;3;Present;No;H;483
8;122;12;12;Present;No;H;1725
8;123;3;3;Absent;No;CR;555
8;124;12;12;Present;No;H;549
8;125;6;6;Absent;No;CR;1902
8;126;18;18;Present;No;H;820
8;127;3;3;Present;No;H;491
8;128;18;18;Present;No;H;620
8;129;3;3;Present;No;H;475
8;130;12;12;Present;No;H;2053
8;131;3;3;Present;No;H;444
8;132;12;12;Absent;No;CR;661
8;133;18;18;Present;No;H;452
8;134;12;12;Absent;No;CR;788
8;135;3;3;Present;No;H;1515
8;136;3;3;Present;No;H;409
8;137;18;18;Absent;No;CR;803
8;138;3;3;Present;No;H;515
8;139;18;18;Present;No;H;595
8;140;6;6;Absent;No;CR;1941
8;141;18;18;Absent;No;CR;699
8;142;18;18;Absent;No;CR;1515
8;143;3;3;Present;No;H;435
8;144;12;12;Present;No;H;644
8;145;12;12;Absent;No;CR;813
8;146;3;3;Absent;No;CR;627
8;147;18;18;Present;No;H;3347
8;148;6;6;Absent;No;CR;591
8;149;12;12;Present;No;H;733
8;150;12;12;Present;No;H;630
8;151;18;18;Present;No;H;1084
8;152;12;12;Present;No;H;469
8;153;3;3;Present;No;H;411
8;154;6;6;Present;No;H;447
8;155;18;18;Absent;No;CR;1627
8;156;3;3;Present;No;H;667
8;157;18;18;Present;No;H;579
8;158;12;12;Absent;No;CR;805
8;159;3;3;Present;No;H;468
8;160;3;3;Present;No;H;1787
8;161;18;18;Present;No;H;484
8;162;6;6;Present;No;H;558
8;163;18;18;Absent;No;CR;837
8;164;6;6;Present;No;H;389
8;165;3;3;Present;Yes;M;514
8;166;12;12;Present;No;H;621
8;167;3;3;Absent;No;CR;619
8;168;12;12;Absent;No;CR;1909
8;169;12;12;Absent;No;CR;613
8;170;18;18;Absent;No;CR;780
8;171;6;6;Absent;No;CR;2462
8;172;6;6;Absent;No;CR;526
8;173;18;18;Absent;No;CR;932
8;174;3;3;Present;Yes;M;0
8;175;12;12;Absent;No;CR;967
8;176;18;18;Absent;No;CR;1195
8;177;3;3;Present;No;H;475
8;178;18;18;Present;No;H;795
8;179;18;18;Present;No;H;507
8;180;6;6;Absent;No;CR;606
8;181;6;6;Absent;No;CR;2318
8;182;3;3;Absent;No;CR;658
8;183;3;3;Absent;No;CR;650
8;184;12;12;Present;No;H;1253
8;185;3;3;Absent;No;CR;635
8;186;3;3;Absent;No;CR;667
8;187;12;12;Present;No;H;445
8;188;6;6;Absent;No;CR;654
8;189;3;3;Absent;No;CR;555
8;190;3;3;Absent;No;CR;691
8;191;6;6;Absent;No;CR;573
8;192;3;3;Present;No;H;667
8;193;18;18;Present;No;H;683
8;194;18;18;Present;No;H;716
8;195;18;18;Absent;No;CR;691
8;196;18;18;Absent;Yes;FA;659
8;197;18;18;Absent;No;CR;828
8;198;12;12;Absent;No;CR;653
8;199;18;18;Present;No;H;683
8;200;6;6;Present;No;H;591
8;201;3;3;Present;No;H;451
8;202;12;12;Present;No;H;492
8;203;6;6;Absent;No;CR;534
8;204;6;6;Absent;No;CR;582
8;205;3;3;Absent;No;CR;107
8;206;6;6;Present;No;H;502
8;207;12;12;Present;No;H;677
8;208;12;12;Present;No;H;493
8;209;6;6;Present;No;H;518
8;210;3;3;Absent;No;CR;587
8;211;12;12;Absent;No;CR;685
8;212;12;12;Present;No;H;1389
8;213;18;18;Absent;No;CR;939
8;214;6;6;Present;No;H;414
8;215;3;3;Present;No;H;2603
8;216;12;12;Present;No;H;429
8;217;3;3;Present;No;H;355
8;218;6;6;Present;No;H;655
8;219;6;6;Absent;No;CR;694
8;220;18;18;Absent;No;CR;851
8;221;18;18;Present;No;H;444
8;222;12;12;Absent;No;CR;717
8;223;3;3;Absent;No;CR;515
8;224;18;18;Present;Yes;M;1843
8;225;3;3;Present;No;H;385
8;226;18;18;Present;No;H;571
8;227;18;18;Present;No;H;652
8;228;3;3;Absent;No;CR;1266
8;229;12;12;Present;No;H;2629
8;230;6;6;Absent;No;CR;638
8;231;6;6;Present;No;H;502
8;232;3;3;Absent;No;CR;579
8;233;12;12;Present;No;H;1149
8;234;3;3;Present;No;H;435
8;235;18;18;Absent;No;CR;651
8;236;18;18;Absent;No;CR;763
8;237;3;3;Present;No;H;588
8;238;18;18;Absent;No;CR;2732
8;239;18;18;Present;No;H;716
8;240;18;18;Absent;No;CR;3131
8;241;3;3;Present;No;H;515
8;242;6;6;Absent;No;CR;567
8;243;6;6;Present;No;H;558
8;244;12;12;Absent;No;CR;692
8;245;18;18;Absent;No;CR;523
8;246;6;6;Present;No;H;366
8;247;18;18;Present;No;H;867
8;248;3;3;Present;No;H;1099
8;249;18;18;Absent;No;CR;739
8;250;18;18;Present;No;H;1515
8;251;6;6;Absent;No;CR;702
8;252;12;12;Absent;No;CR;723
8;253;18;18;Present;No;H;419
8;254;18;18;Present;No;H;348
8;255;6;6;Present;No;H;534
8;256;18;18;Present;No;H;684
8;257;18;18;Absent;No;CR;1180
8;258;18;18;Present;Yes;M;835
8;259;12;12;Present;No;H;876
8;260;12;12;Present;No;H;1453
8;261;12;12;Absent;No;CR;1132
8;262;6;6;Absent;No;CR;574
8;263;18;18;Present;No;H;1747
8;264;3;3;Present;No;H;547
8;265;12;12;Present;No;H;509
8;266;3;3;Present;No;H;602
8;267;12;12;Absent;No;CR;876
8;268;6;6;Absent;No;CR;693
8;269;3;3;Present;No;H;547
8;270;6;6;Absent;No;CR;2934
8;271;12;12;Absent;No;CR;765
8;272;12;12;Present;No;H;469
8;273;3;3;Absent;No;CR;587
8;274;12;12;Present;No;H;965
8;275;18;18;Present;No;H;763
8;276;6;6;Present;No;H;502
8;277;3;3;Present;No;H;451
8;278;12;12;Absent;No;CR;3900
8;279;3;3;Present;No;H;532
8;280;18;18;Absent;No;CR;706
8;281;3;3;Absent;No;CR;1947
8;282;12;12;Absent;No;CR;750
8;283;6;6;Present;No;H;382
8;284;12;12;Present;No;H;460
8;285;6;6;Present;No;H;638
8;286;12;12;Present;No;H;510
8;287;3;3;Present;No;H;643
8;288;3;3;Absent;No;CR;1642
8;289;12;12;Absent;No;CR;2636
8;290;12;12;Absent;No;CR;661
8;291;18;18;Present;No;H;2139
8;292;3;3;Present;No;H;427
8;293;3;3;Absent;Yes;FA;651
8;294;12;12;Absent;No;CR;1541
8;295;12;12;Absent;No;CR;917
8;296;3;3;Absent;No;CR;2467
8;297;3;3;Absent;No;CR;474
8;298;18;18;Absent;No;CR;762
8;299;6;6;Present;No;H;1334
8;300;18;18;Absent;No;CR;1011
8;1;12;12;Absent;No;CR;764
8;2;6;6;Absent;No;CR;579
8;3;6;6;Present;No;H;444
8;4;18;18;Absent;No;CR;704
8;5;6;6;Present;No;H;484
8;6;18;18;Present;No;H;895
8;7;6;6;Present;No;H;579
8;8;3;3;Present;No;H;456
8;9;6;6;Absent;No;CR;763
8;10;18;18;Present;No;H;503
8;11;18;18;Absent;No;CR;774
8;12;12;12;Absent;No;CR;789
8;13;3;3;Absent;No;CR;566
8;14;18;18;Present;No;H;925
8;15;3;3;Absent;No;CR;599
8;16;3;3;Absent;No;CR;526
8;17;3;3;Present;No;H;599
8;18;6;6;Absent;No;CR;643
8;19;12;12;Present;No;H;540
8;20;6;6;Present;No;H;410
8;21;6;6;Absent;No;CR;699
8;22;18;18;Present;No;H;596
8;23;3;3;Present;No;H;430
8;24;18;18;Present;No;H;612
8;25;6;6;Present;No;H;442
8;26;3;3;Present;No;H;446
8;27;3;3;Absent;No;CR;534
8;28;6;6;Absent;No;CR;618
8;29;3;3;Absent;No;CR;558
8;30;3;3;Present;No;H;406
8;31;18;18;Absent;No;CR;556
8;32;3;3;Absent;No;CR;550
8;33;18;18;Present;No;H;691
8;34;12;12;Present;No;H;737
8;35;6;6;Present;No;H;465
8;36;6;6;Absent;No;CR;562
8;37;12;12;Present;No;H;602
8;38;6;6;Present;No;H;427
8;39;6;6;Absent;No;CR;562
8;40;6;6;Absent;No;CR;530
8;41;12;12;Absent;No;CR;778
8;42;18;18;Absent;Yes;FA;545
8;43;6;6;Present;No;H;521
8;44;12;12;Present;No;H;617
8;45;18;18;Absent;No;CR;1025
8;46;18;18;Present;No;H;576
8;47;12;12;Present;No;H;857
8;48;3;3;Present;No;H;653
8;49;3;3;Present;No;H;502
8;50;12;12;Absent;No;CR;641
8;51;3;3;Present;No;H;438
8;52;12;12;Absent;No;CR;993
8;53;6;6;Absent;No;CR;569
8;54;3;3;Present;No;H;373
8;55;12;12;Absent;No;CR;1097
8;56;6;6;Present;No;H;514
8;57;3;3;Absent;No;CR;486
8;58;6;6;Absent;No;CR;657
8;59;6;6;Present;No;H;465
8;60;12;12;Absent;No;CR;680
8;61;18;18;Present;No;H;575
8;62;3;3;Present;No;H;780
8;63;18;18;Present;No;H;536
8;64;3;3;Absent;No;CR;493
8;65;6;6;Absent;No;CR;545
8;66;6;6;Present;No;H;786
8;67;18;18;Absent;No;CR;1049
8;68;3;3;Present;No;H;390
8;69;12;12;Absent;No;CR;585
8;70;12;12;Present;No;H;440
8;71;3;3;Absent;No;CR;477
8;72;12;12;Present;No;H;665
8;73;3;3;Absent;No;CR;540
8;74;3;3;Absent;No;CR;525
8;75;6;6;Present;No;H;681
8;76;6;6;Absent;No;CR;593
8;77;18;18;Absent;No;CR;1128
8;78;6;6;Absent;No;CR;600
8;79;3;3;Present;No;H;373
8;80;6;6;Absent;No;CR;609
8;81;12;12;Absent;No;CR;832
8;82;3;3;Absent;No;CR;638
8;83;12;12;Absent;No;CR;752
8;84;3;3;Present;No;H;445
8;85;3;3;Absent;No;CR;700
8;86;3;3;Present;No;H;396
8;87;12;12;Present;No;H;449
8;88;3;3;Absent;No;CR;477
8;89;6;6;Absent;No;CR;537
8;90;3;3;Absent;No;CR;533
8;91;18;18;Absent;No;CR;888
8;92;18;18;Present;No;H;449
8;93;18;18;Present;Yes;M;792
8;94;3;3;Present;No;H;523
8;95;18;18;Absent;No;CR;1145
8;96;3;3;Absent;No;CR;581
8;97;3;3;Present;No;H;429
8;98;12;12;Present;No;H;585
8;99;12;12;Present;No;H;432
8;100;12;12;Absent;No;CR;1072
8;101;6;6;Absent;No;CR;609
8;102;12;12;Absent;No;CR;768
8;103;12;12;Absent;No;CR;888
8;104;18;18;Present;No;H;496
8;105;12;12;Absent;No;CR;816
8;106;12;12;Absent;No;CR;593
8;107;3;3;Present;No;H;501
8;108;3;3;Present;No;H;429
8;109;18;18;Present;No;H;816
8;110;6;6;Present;No;H;625
8;111;3;3;Absent;No;CR;501
8;112;3;3;Present;No;H;413
8;113;12;12;Absent;No;CR;785
8;114;18;18;Absent;No;CR;1128
8;115;12;12;Absent;No;CR;720
8;116;6;6;Present;Yes;M;545
8;117;12;12;Absent;No;CR;1208
8;118;3;3;Present;No;H;661
8;119;12;12;Present;No;H;409
8;120;12;12;Absent;No;CR;822
8;121;12;12;Present;No;H;681
8;122;6;6;Present;No;H;481
8;123;6;6;Absent;No;CR;689
8;124;12;12;Absent;No;CR;720
8;125;6;6;Absent;No;CR;721
8;126;3;3;Present;No;H;428
8;127;3;3;Present;No;H;549
8;128;12;12;Present;No;H;600
8;129;18;18;Absent;No;CR;864
8;130;6;6;Absent;No;CR;729
8;131;12;12;Present;No;H;848
8;132;3;3;Absent;No;CR;509
8;133;12;12;Absent;No;CR;864
8;134;18;18;Absent;No;CR;768
8;135;12;12;Absent;No;CR;800
8;136;18;18;Absent;No;CR;1097
8;137;18;18;Absent;No;CR;1064
8;138;12;12;Absent;No;CR;1080
8;139;3;3;Present;No;H;478
8;140;6;6;Present;No;H;729
8;141;18;18;Absent;No;CR;783
8;142;18;18;Absent;No;CR;808
8;143;12;12;Present;No;H;911
8;144;3;3;Present;No;H;516
8;145;3;3;Present;No;H;413
8;146;18;18;Absent;No;CR;912
8;147;18;18;Absent;No;CR;984
8;148;18;18;Present;No;H;448
8;149;3;3;Present;No;H;414
8;150;12;12;Absent;No;CR;896
8;151;12;12;Present;No;H;672
8;152;6;6;Present;No;H;457
8;153;3;3;Present;No;H;542
8;154;12;12;Present;No;H;473
8;155;12;12;Absent;No;CR;639
8;156;18;18;Present;Yes;M;663
8;157;18;18;Present;No;H;585
8;158;18;18;Absent;No;CR;1048
8;159;18;18;Absent;No;CR;840
8;160;18;18;Present;No;H;529
8;161;6;6;Absent;No;CR;521
8;162;18;18;Absent;No;CR;904
8;163;18;18;Absent;No;CR;1072
8;164;3;3;Absent;No;CR;613
8;165;3;3;Present;No;H;517
8;166;18;18;Present;No;H;696
8;167;18;18;Absent;No;CR;872
8;168;6;6;Present;No;H;688
8;169;6;6;Present;No;H;425
8;170;6;6;Absent;No;CR;625
8;171;18;18;Present;No;H;480
8;172;6;6;Present;No;H;481
8;173;3;3;Absent;No;CR;477
8;174;12;12;Present;No;H;1048
8;175;3;3;Absent;No;CR;541
8;176;3;3;Absent;No;CR;469
8;177;18;18;Present;No;H;464
8;178;12;12;Absent;No;CR;729
8;179;18;18;Present;No;H;432
8;180;18;18;Present;No;H;424
8;181;3;3;Present;No;H;517
8;182;18;18;Absent;No;CR;952
8;183;12;12;Present;No;H;527
8;184;12;12;Present;No;H;528
8;185;3;3;Absent;No;CR;517
8;186;3;3;Absent;No;CR;757
8;187;18;18;Present;No;H;560
8;188;6;6;Present;No;H;657
8;189;3;3;Absent;No;CR;742
8;190;12;12;Absent;No;CR;785
8;191;3;3;Present;No;H;468
8;192;18;18;Absent;No;CR;928
8;193;12;12;Absent;No;CR;664
8;194;12;12;Present;No;H;576
8;195;12;12;Present;No;H;537
8;196;6;6;Present;Yes;M;721
8;197;18;18;Absent;No;CR;1232
8;198;6;6;Absent;No;CR;624
8;199;12;12;Absent;No;CR;832
8;200;18;18;Present;No;H;855
8;201;6;6;Present;No;H;537
8;202;12;12;Absent;No;CR;663
8;203;6;6;Absent;No;CR;529
8;204;18;18;Absent;No;CR;1080
8;205;3;3;Present;No;H;469
8;206;12;12;Present;No;H;840
8;207;6;6;Present;No;H;514
8;208;6;6;Absent;No;CR;641
8;209;18;18;Absent;No;CR;1608
8;210;18;18;Absent;No;CR;992
8;211;6;6;Present;No;H;594
8;212;6;6;Absent;No;CR;729
8;213;3;3;Absent;No;CR;662
8;214;6;6;Absent;No;CR;601
8;215;18;18;Present;No;H;504
8;216;12;12;Absent;No;CR;696
8;217;3;3;Absent;No;CR;725
8;218;12;12;Present;No;H;545
8;219;6;6;Present;No;H;650
8;220;3;3;Present;No;H;381
8;221;12;12;Absent;No;CR;761
8;222;6;6;Absent;No;CR;537
8;223;12;12;Present;No;H;487
8;224;12;12;Present;No;H;624
8;225;18;18;Absent;No;CR;1048
8;226;12;12;Absent;No;CR;864
8;227;12;12;Absent;No;CR;1033
8;228;12;12;Present;No;H;825
8;229;12;12;Absent;No;CR;792
8;230;3;3;Absent;No;CR;517
8;231;6;6;Present;No;H;561
8;232;12;12;Present;No;H;609
8;233;18;18;Present;No;H;408
8;234;6;6;Absent;No;CR;545
8;235;12;12;Absent;No;CR;633
8;236;3;3;Absent;No;CR;573
8;237;18;18;Absent;No;CR;856
8;238;18;18;Absent;No;CR;847
8;239;18;18;Present;No;H;456
8;240;6;6;Present;Yes;M;553
8;241;3;3;Present;No;H;398
8;242;6;6;Present;No;H;626
8;243;18;18;Absent;No;CR;1080
8;244;12;12;Present;No;H;785
8;245;18;18;Absent;No;CR;1096
8;246;3;3;Present;No;H;396
8;247;3;3;Present;No;H;365
8;248;6;6;Present;No;H;402
8;249;3;3;Present;No;H;428
8;250;18;18;Absent;No;CR;808
8;251;12;12;Absent;No;CR;704
